CustomerID,unique_items,total_items,total_invoices,total_value,ave_value
12658,29,317,1,632.05,18.058571428571426
12659,4,104,1,73.68,18.42
12660,12,126,1,227.1,18.925
12662,118,2041,11,3543.78,16.10809090909091
12664,8,1188,9,4391.88,156.85285714285715
12665,1,36,1,45.0,22.5
12667,30,391,1,460.13,14.3790625
12668,109,1599,4,3177.15,20.236624203821655
12669,87,1104,2,1427.73,14.568673469387756
12670,54,1383,5,2744.05,31.54080459770115
12672,10,78,1,225.89999999999998,22.589999999999996
12673,38,349,2,574.52,14.012682926829267
12674,48,1126,4,1844.6,23.349367088607593
12676,29,664,6,1091.39,27.984358974358976
12678,98,10900,9,16331.46,104.68884615384614
12679,37,545,4,951.02,21.61409090909091
12680,29,439,4,790.81,16.138979591836733
12681,245,7457,22,12365.54,20.073928571428574
12682,193,5505,31,11028.22,22.234314516129032
12683,159,4934,14,7612.57,22.99870090634441
12684,57,1973,6,2073.63,21.15948979591837
12685,109,1507,6,2575.08,17.053509933774833
12686,6,106,1,71.14,11.856666666666667
12688,146,3028,1,4873.8099999999995,28.501812865497072
12689,55,622,2,1139.61,16.280142857142856
12690,15,103,1,335.01,22.334
12691,20,388,5,927.8,34.36296296296296
12693,31,247,4,711.91,20.340285714285713
12694,31,503,2,761.67,21.762
12695,23,220,4,582.1,21.55925925925926
12697,36,503,3,757.59,19.93657894736842
12700,173,2944,4,4525.99,17.143901515151516
12701,49,674,2,725.71,14.229607843137256
12702,11,52,1,201.0,18.272727272727273
12703,17,163,1,265.55,13.2775
12704,57,991,8,1740.84,21.49185185185185
12705,195,3970,8,6382.29,19.458201219512194
12707,27,256,1,603.42,18.285454545454545
12708,74,1292,10,2442.91,16.61843537414966
12709,80,3919,15,9430.52,46.45576354679803
12710,71,844,3,1023.02,13.824594594594595
12712,48,1036,13,3928.13,32.73441666666667
12713,34,505,1,794.55,21.47432432432432
12714,187,3046,5,4294.86,16.908897637795274
12715,19,195,1,273.86,13.693000000000001
12716,52,703,2,963.49,14.38044776119403
12717,43,502,2,830.98,15.678867924528301
12718,18,201,1,202.25,11.23611111111111
12719,32,370,2,572.95,15.485135135135137
12720,196,4635,25,5115.7300000000005,14.958274853801171
12721,124,1944,6,2386.13,15.394387096774194
12722,47,565,4,979.63,18.83903846153846
12723,50,433,5,707.07,10.398088235294118
12724,46,439,4,923.41,18.845102040816325
12725,21,162,1,371.8,16.16521739130435
12726,51,3132,7,2411.1,20.607692307692307
12727,98,2068,7,3440.7,26.065909090909088
12728,37,413,4,728.33,17.341190476190476
12729,25,231,1,417.01,16.6804
12731,101,8429,12,18751.91,68.68831501831502
12732,9,110,1,218.26000000000002,19.841818181818184
12733,22,137,1,383.95,17.452272727272728
12734,3,88,1,110.39999999999999,27.599999999999998
12735,37,363,2,689.5699999999999,16.818780487804876
12736,2,168,1,144.0,48.0
12738,9,147,1,137.35,13.735
12739,36,485,1,975.54,26.365945945945946
12740,25,342,1,427.6,15.837037037037037
12743,105,319,2,546.43,4.077835820895522
12744,163,5234,4,9120.39,42.42041860465116
12747,40,1275,11,4196.01,40.737961165048546
12748,1563,25511,206,32317.32,7.056183406113537
12749,141,1470,5,4040.88,20.40848484848485
12750,12,137,1,275.88,18.392
12752,50,2262,1,4366.78,82.3920754716981
12753,124,11421,6,21429.39,108.77862944162436
12754,46,6481,3,3010.74,47.78952380952381
12755,4,1491,2,3811.95,952.9875
12756,3,144,1,112.07999999999998,28.019999999999996
12757,218,2394,9,4199.2,11.504657534246574
12758,82,2135,2,2791.59,28.779278350515465
12759,76,894,3,1411.44,15.341739130434783
12762,60,1220,2,1702.52,25.410746268656716
12763,16,316,2,494.08,27.448888888888888
12764,45,386,1,1693.88,37.64177777777778
12766,199,3627,7,6457.63,21.103366013071895
12769,22,356,1,1143.6,35.7375
12770,12,743,1,1351.45,112.62083333333334
12772,49,551,1,752.47,13.93462962962963
12775,43,870,5,1281.04,21.000655737704918
12778,36,817,6,693.23,15.755227272727273
12779,79,2024,8,3981.36,26.72053691275168
12781,24,670,2,786.74,32.780833333333334
12782,80,1072,5,1938.92,19.784897959183674
12783,69,611,4,1295.87,16.613717948717948
12784,51,298,1,518.42,8.938275862068965
12785,12,129,1,255.95,19.68846153846154
12787,16,258,3,418.66,24.627058823529413
12789,3,3,1,76.85,25.616666666666664
12790,18,164,1,294.92,14.746
12791,1,96,1,177.60000000000002,177.60000000000002
12792,24,215,1,344.53999999999996,14.355833333333331
12793,20,292,2,461.48,20.976363636363637
12794,41,592,2,860.41,19.12022222222222
12795,13,64,1,318.48,24.49846153846154
12797,12,117,1,226.03,18.835833333333333
12798,6,5256,3,6977.04,872.13
12802,22,312,1,397.58,16.565833333333334
12808,24,187,3,455.65000000000003,16.875925925925927
12809,24,217,1,405.31,16.887916666666666
12811,25,227,2,458.85,16.3875
12812,15,164,1,229.64000000000001,15.309333333333335
12814,1,48,1,85.92,85.92
12815,30,374,2,863.46,19.188000000000002
12816,25,125,2,452.20000000000005,16.74814814814815
12817,3,52,1,126.03999999999999,42.01333333333333
12818,11,920,1,1182.0800000000002,90.92923076923078
12820,53,722,4,942.34,15.97186440677966
12821,6,70,1,92.72,15.453333333333333
12822,41,550,2,948.88,20.62782608695652
12823,1,230,5,1759.5,351.9
12824,25,232,1,397.12,15.8848
12826,55,1058,7,1474.72,16.205714285714286
12827,19,197,3,430.15000000000003,17.206000000000003
12828,46,494,6,1018.71,18.19125
12829,9,376,2,293.0,26.636363636363637
12830,13,9848,6,6814.64,179.33263157894737
12831,9,135,1,215.05,23.894444444444446
12832,25,195,2,383.03,14.186296296296295
12833,22,156,1,417.38,17.390833333333333
12834,17,110,1,312.38,17.354444444444443
12836,132,1064,4,2612.86,14.930628571428572
12837,11,24,1,134.1,11.174999999999999
12838,108,359,2,683.13,5.55390243902439
12839,92,3807,14,5591.42,17.80707006369427
12840,62,1511,4,2726.77,24.13070796460177
12841,215,2757,25,4022.35,9.577023809523808
12842,34,547,2,1118.99,32.9114705882353
12843,63,781,8,1702.26,16.526796116504855
12844,44,125,2,325.96000000000004,6.268461538461539
12845,23,204,4,354.09,13.114444444444443
12847,67,909,1,871.54,9.577362637362636
12849,42,605,2,1033.25,21.086734693877553
12851,42,109,1,135.18,2.7036000000000002
12852,14,149,1,311.55,18.326470588235296
12853,57,800,6,1957.1000000000001,25.09102564102564
12854,77,627,3,1324.5,12.040909090909091
12855,2,30,1,38.1,12.700000000000001
12856,142,1079,6,2179.93,6.942452229299363
12857,37,343,2,1106.4,24.05217391304348
12863,5,188,1,521.2,104.24000000000001
12864,3,216,1,147.12,49.04
12865,77,925,2,1568.23,16.507684210526318
12866,23,167,1,499.12,19.9648
12867,227,4298,7,4036.82,7.503382899628253
12868,69,928,6,1607.0600000000002,15.0192523364486
12871,7,200,2,380.64,34.60363636363636
12872,58,319,2,599.97,9.090454545454547
12873,4,128,1,374.0,93.5
12875,1,2019,2,343.2300000000001,171.61500000000004
12876,61,1930,2,2053.02,24.735180722891567
12877,89,1178,12,1535.77,9.972532467532467
12878,29,547,2,854.99,18.191276595744682
12879,5,370,3,573.22,57.322
12881,7,21,1,298.0,42.57142857142857
12882,12,246,2,1463.04,112.54153846153847
12883,37,196,4,703.47,16.749285714285715
12884,6,43,1,309.05,44.15
12885,58,655,3,1175.22,16.552394366197184
12886,73,770,2,1378.4,16.809756097560978
12888,4,76,2,354.12,70.824
12890,78,259,1,380.46999999999997,4.639878048780488
12891,2,950,3,331.0,110.33333333333333
12893,26,96,1,188.14,5.533529411764706
12895,22,210,2,372.8,16.945454545454545
12897,2,110,2,216.5,54.125
12901,30,23075,28,17654.54,152.19431034482758
12902,8,66,1,138.68,13.868
12904,55,302,2,509.58,7.0775
12906,54,1749,5,2919.81,46.34619047619047
12908,1,1200,2,750.0,375.0
12909,71,1280,5,2178.67,23.941428571428574
12910,48,1692,8,3075.04,41.00053333333333
12912,15,670,5,1662.3,69.2625
12913,37,1417,5,2453.63,51.11729166666667
12915,19,93,2,363.65,16.529545454545453
12916,51,1119,4,3006.15,28.094859813084113
12917,1,120,1,594.0,297.0
12919,32,673,6,1335.19,26.7038
12920,26,129,1,164.23,5.8653571428571425
12921,204,9526,37,16587.09,23.037625
12922,25,370,1,405.38,14.477857142857143
12923,23,68,1,175.72,6.275714285714286
12924,21,480,4,925.75,31.92241379310345
12925,41,540,2,679.05,15.432954545454544
12928,55,1472,5,2062.7000000000003,24.555952380952384
12929,7,37,1,117.85,14.73125
12930,18,252,2,415.8,16.632
12931,29,28004,15,42055.96,512.8775609756098
12933,98,499,3,607.53,5.7314150943396225
12935,73,1853,7,2160.7,16.749612403100773
12936,53,559,4,1063.9,17.15967741935484
12937,75,1007,4,1504.27,12.535583333333333
12938,9,140,1,114.14,12.682222222222222
12939,19,4876,8,11581.8,246.42127659574467
12940,76,411,2,913.54,9.227676767676767
12942,65,203,3,683.9,9.118666666666666
12944,27,289,2,604.51,20.150333333333332
12945,21,165,1,462.95,20.128260869565217
12947,78,1165,6,1603.99,16.535979381443298
12948,78,1080,7,2064.95,17.801293103448273
12949,155,2381,8,4167.22,19.382418604651164
12950,13,1380,3,1843.0,80.1304347826087
12951,54,503,6,1064.07,16.89
12952,61,653,4,1387.79,17.566962025316457
12953,16,84,1,329.85,19.40294117647059
12955,78,3664,11,4757.16,26.428666666666665
12956,19,34,1,108.07,5.687894736842105
12957,193,2549,8,4017.54,16.880420168067225
12962,15,129,2,266.39,16.649375
12963,73,881,8,1856.63,19.54347368421053
12965,96,283,1,771.91,7.081743119266055
12966,9,75,1,160.18,16.018
12967,17,438,2,1660.9,87.41578947368421
12968,5,73,1,135.95,27.189999999999998
12970,108,310,4,452.24,2.9949668874172186
12971,88,9289,86,11189.91,36.68822950819672
12974,7,24,1,144.8,18.1
12976,21,561,1,738.6,33.57272727272727
12977,8,12,1,39.239999999999995,4.359999999999999
12980,6,886,9,7374.900000000001,368.745
12981,14,242,2,372.21999999999997,18.610999999999997
12982,27,288,1,390.54,13.947857142857144
12984,3,26,1,97.5,24.375
12985,70,1533,2,1239.38,16.30763157894737
12987,26,219,2,558.7,19.95357142857143
12988,67,136,1,535.32,5.818695652173914
12989,39,2943,15,6924.110000000001,108.18921875000001
12990,8,200,3,409.5,31.5
12991,31,405,2,503.76,16.25032258064516
12993,26,240,4,414.76,15.361481481481482
12994,52,459,3,974.4200000000001,15.97409836065574
12995,2,108,1,211.32,70.44
12997,41,664,4,1226.89,20.794745762711866
12999,20,342,3,455.88,16.28142857142857
13000,29,379,3,534.85,17.253225806451614
13001,160,5505,13,9818.82,28.964070796460177
13002,7,73,1,120.94999999999999,17.27857142857143
13003,4,103,3,149.05,24.84166666666667
13004,259,4822,18,5655.91,13.999777227722772
13005,21,172,2,513.7,19.75769230769231
13006,4,55,1,81.57,20.3925
13008,14,175,1,229.46999999999997,16.390714285714285
13011,3,13,1,50.550000000000004,16.85
13012,61,824,8,1661.8400000000001,18.6723595505618
13013,145,2224,13,4810.9400000000005,21.967762557077627
13014,64,907,10,3466.2799999999997,31.511636363636363
13015,141,1617,5,3346.28,19.012954545454548
13016,38,527,3,789.89,16.806170212765956
13017,1,48,1,204.0,204.0
13018,296,5435,28,7277.7,15.890174672489083
13021,100,1352,9,2616.38,19.97236641221374
13023,34,280,2,599.9,15.786842105263156
13026,29,1620,5,975.36,24.384
13027,6,17280,6,6912.0,265.84615384615387
13028,38,798,2,661.3199999999999,14.695999999999998
13029,8,134,3,1247.5,124.75
13030,75,394,2,799.48,8.075555555555555
13032,50,375,2,1010.18,14.227887323943662
13033,11,83,1,190.55,17.322727272727274
13034,35,369,2,642.77,17.372162162162162
13035,22,644,2,921.88,34.1437037037037
13037,43,431,3,881.07,18.355625
13038,22,360,3,908.46,32.445
13040,36,355,2,676.99,15.743953488372092
13043,9,254,1,516.42,39.72461538461538
13044,29,429,1,560.47,16.983939393939394
13045,18,221,1,305.28000000000003,16.96
13046,32,264,2,629.31,17.980285714285714
13047,98,1390,9,3232.59,18.9040350877193
13048,70,1238,4,1835.91,13.499338235294118
13049,12,268,2,656.6800000000001,46.90571428571429
13050,233,3747,17,5833.11,14.510223880597014
13052,16,222,1,348.15000000000003,19.34166666666667
13055,71,894,3,1214.41,15.979078947368421
13058,4,52,3,271.40000000000003,33.925000000000004
13059,6,35,1,183.4,22.925
13060,14,123,1,307.53,20.502
13061,9,107,1,248.61,24.861
13062,10,342,1,331.98,33.198
13064,49,516,4,1119.49,16.22449275362319
13065,14,74,1,205.86,14.704285714285716
13066,47,322,2,470.8,9.808333333333334
13067,13,32,1,115.46000000000001,7.697333333333334
13068,1,200,2,344.0,172.0
13069,253,5885,24,4436.12,10.437929411764706
13070,9,110,1,228.8,25.422222222222224
13072,7,69,1,177.15,25.307142857142857
13075,21,485,1,919.61,41.80045454545455
13077,93,863,4,729.27,6.5113392857142856
13078,69,5630,26,12627.94,35.27357541899441
13079,2,62,5,220.10000000000002,36.68333333333334
13080,6,120,1,58.08,9.68
13081,444,19160,11,28337.38,27.565544747081713
13082,51,4324,9,3613.63,49.50178082191781
13083,14,187,2,303.75,16.875
13085,16,216,2,416.08000000000004,18.912727272727274
13089,583,31070,97,58825.83,32.35744224422442
13090,92,2262,13,8895.82,57.765064935064935
13091,21,466,1,345.82,16.467619047619046
13092,18,279,5,477.83,19.1132
13093,89,3961,8,7832.47,49.260817610062894
13094,5,1716,12,1927.3200000000002,80.305
13095,6,144,1,74.39999999999999,12.399999999999999
13097,181,2363,10,6010.42,14.209030732860521
13098,143,15968,28,28882.44,50.49377622377622
13099,1,288,1,207.35999999999999,207.35999999999999
13101,8,113,1,101.19,12.64875
13102,112,4204,24,6424.09,21.131875
13103,8,82,1,243.94,30.4925
13104,14,504,6,1098.48,54.924
13106,1,18,1,76.5,76.5
13107,53,1293,4,1531.6200000000001,26.407241379310346
13108,10,298,1,350.06,35.006
13109,40,520,2,786.54,16.734893617021275
13110,104,388,7,1488.67,10.266689655172414
13113,86,3050,24,12245.960000000001,60.92517412935324
13115,80,1567,4,2294.78,19.12316666666667
13116,29,291,1,501.14,16.704666666666665
13117,66,945,8,984.91,12.959342105263158
13118,56,410,5,1197.81,15.162151898734177
13120,1,12,1,30.599999999999998,30.599999999999998
13121,47,252,1,283.73,5.674600000000001
13122,48,585,2,922.39,16.77072727272727
13124,166,2147,3,3866.33,16.452468085106382
13126,115,2143,8,2099.64,14.997428571428571
13127,14,127,1,259.17,17.278000000000002
13130,2,32,1,64.0,32.0
13131,29,447,3,1073.3,24.393181818181816
13132,3,20,1,77.3,25.766666666666666
13133,7,32,2,109.8,15.685714285714285
13134,81,1059,4,1793.58,18.301836734693875
13135,1,4300,1,3096.0,3096.0
13136,91,1328,5,2607.61,20.53236220472441
13137,299,2226,8,3650.41,5.185241477272727
13138,26,473,6,962.39,15.276031746031746
13139,117,2425,7,5064.94,29.79376470588235
13140,36,186,3,423.72,9.211304347826088
13141,106,1548,5,2388.75,17.694444444444443
13142,20,258,1,307.09,13.351739130434781
13144,2,21,1,110.95,36.983333333333334
13145,5,145,4,618.52,103.08666666666666
13146,15,154,1,228.91,13.465294117647058
13147,1,144,4,712.8000000000001,178.20000000000002
13148,207,1975,12,3707.12,11.621065830721003
13149,70,1280,4,1676.06,19.48906976744186
13151,68,363,1,1257.8700000000001,16.998243243243245
13153,12,418,1,486.22,32.41466666666667
13155,61,497,4,971.76,11.432470588235294
13157,68,1439,4,1741.22,20.014022988505747
13158,52,784,4,1201.06,15.203291139240505
13159,106,1059,4,1437.85,11.883057851239668
13160,4,56,1,91.8,22.95
13161,8,29,1,112.75,14.09375
13162,64,1713,4,1688.29,21.370759493670885
13165,36,1376,2,1021.48,24.32095238095238
13166,30,216,1,417.2,10.175609756097561
13167,48,773,4,779.33,12.17703125
13168,97,682,4,1319.19,10.070152671755725
13169,8,272,2,712.88,54.83692307692308
13170,29,147,1,116.00999999999999,3.6253124999999997
13171,36,229,3,468.41,10.182826086956522
13173,39,277,2,353.65,8.224418604651163
13174,215,1394,3,2813.03,8.987316293929712
13176,66,453,1,492.84,6.845
13177,16,91,1,282.45,16.61470588235294
13178,93,3570,11,5725.47,21.60554716981132
13182,10,201,1,121.18,11.016363636363637
13183,41,2208,9,3957.78,42.10404255319149
13184,127,1691,10,1700.29,9.446055555555555
13185,1,12,1,71.4,71.4
13186,64,820,3,1575.89,19.947974683544306
13187,35,95,1,236.02,6.378918918918919
13188,1,24,1,99.60000000000001,99.60000000000001
13189,28,842,2,260.68,8.988965517241379
13192,55,595,2,911.94,14.475238095238096
13193,19,50,1,117.88,4.0648275862068965
13194,3,26,1,60.7,20.233333333333334
13196,92,1224,4,1797.78,16.343454545454545
