antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({'bag retrospot'}),frozenset({'bag'}),0.07614892667691239,0.07153834713202122,0.03376134053839671,0.44335937500000006,6.197506551022177,0.02831377218805292,1.66797321497686
frozenset({'bag'}),frozenset({'bag retrospot'}),0.07153834713202122,0.07614892667691239,0.03376134053839671,0.47193347193347196,6.197506551022177,0.02831377218805292,1.7494975049937211
frozenset({'bag spaceboy design'}),frozenset({'bag'}),0.023003321600317286,0.07153834713202122,0.012840216151901245,0.5581896551724138,7.8026635720601245,0.011194596546068225,2.1014936923450835
frozenset({'bag'}),frozenset({'bag spaceboy design'}),0.07153834713202122,0.023003321600317286,0.012840216151901245,0.1794871794871795,7.8026635720601245,0.011194596546068225,1.1907147017996134
frozenset({'bag'}),frozenset({'bag vintage'}),0.07153834713202122,0.03703336473154529,0.01923553616578256,0.2688842688842689,7.260595164209623,0.01658623046415052,1.31711929354728
frozenset({'bag vintage'}),frozenset({'bag'}),0.03703336473154529,0.07153834713202122,0.01923553616578256,0.5194109772423026,7.260595164209622,0.01658623046415052,1.9319243863297497
frozenset({'bag'}),frozenset({'bag vintage doily'}),0.07153834713202122,0.029547369986614447,0.01239403103465371,0.17325017325017325,5.86347188696182,0.01028026102371302,1.17381655080412
frozenset({'bag vintage doily'}),frozenset({'bag'}),0.029547369986614447,0.07153834713202122,0.01239403103465371,0.41946308724832215,5.86347188696182,0.01028026102371302,1.599315448292819
frozenset({'bag'}),frozenset({'bag vintage paisley'}),0.07153834713202122,0.03395964503495117,0.014823261117445839,0.20720720720720723,6.101571644637338,0.012393844242455281,1.218528175012732
frozenset({'bag vintage paisley'}),frozenset({'bag'}),0.03395964503495117,0.07153834713202122,0.014823261117445839,0.4364963503649635,6.101571644637338,0.012393844242455281,1.6476586326802214
frozenset({'bag woodland animal'}),frozenset({'bag'}),0.023102473848594516,0.07153834713202122,0.012294878786376482,0.5321888412017168,7.439210752515475,0.010642165992587285,1.9846932579654963
frozenset({'bag'}),frozenset({'bag woodland animal'}),0.07153834713202122,0.023102473848594516,0.012294878786376482,0.17186417186417188,7.439210752515475,0.010642165992587285,1.1796344186079315
frozenset({'bag'}),frozenset({'hanging heart tlight holder'}),0.07153834713202122,0.10143274998760597,0.01065886668980219,0.14899514899514898,1.4689057430992913,0.0034025354106333137,1.0558896919933913
frozenset({'hanging heart tlight holder'}),frozenset({'bag'}),0.10143274998760597,0.07153834713202122,0.01065886668980219,0.10508308895405669,1.4689057430992913,0.0034025354106333137,1.0374836383221653
frozenset({'bag'}),frozenset({'lunch bag car'}),0.07153834713202122,0.04551088195924843,0.014773684993307223,0.20651420651420652,4.5376885180806745,0.011517911721422067,1.2029063732164231
frozenset({'lunch bag car'}),frozenset({'bag'}),0.04551088195924843,0.07153834713202122,0.014773684993307223,0.32461873638344224,4.5376885180806745,0.011517911721422067,1.374722253762588
frozenset({'lunch bag design'}),frozenset({'bag'}),0.041743096524713696,0.07153834713202122,0.018491894303703335,0.44299287410926363,6.192383412098376,0.015505662174152899,1.6668757179420857
frozenset({'bag'}),frozenset({'lunch bag design'}),0.07153834713202122,0.041743096524713696,0.018491894303703335,0.25848925848925847,6.192383412098376,0.015505662174152899,1.292303468892372
frozenset({'lunch bag polkadot'}),frozenset({'bag'}),0.04432105497992167,0.07153834713202122,0.014426652124336919,0.32550335570469796,4.550054184282372,0.011255997107925885,1.3765252365903367
frozenset({'bag'}),frozenset({'lunch bag polkadot'}),0.07153834713202122,0.04432105497992167,0.014426652124336919,0.20166320166320167,4.550054184282373,0.011255997107925885,1.1970874285277544
frozenset({'bag'}),frozenset({'lunch bag retrospot'}),0.07153834713202122,0.0617718506767141,0.018144861434733033,0.25363825363825365,4.106049128521039,0.013725805338034879,1.2570689131601687
frozenset({'lunch bag retrospot'}),frozenset({'bag'}),0.0617718506767141,0.07153834713202122,0.018144861434733033,0.29373996789727125,4.106049128521039,0.013725805338034879,1.3146172948562516
frozenset({'lunch bag skull'}),frozenset({'bag'}),0.050418918248971295,0.07153834713202122,0.015170293986416143,0.3008849557522124,4.2059254625626314,0.011563407910700235,1.3280527439757166
frozenset({'bag'}),frozenset({'lunch bag skull'}),0.07153834713202122,0.050418918248971295,0.015170293986416143,0.21205821205821207,4.205925462562631,0.011563407910700235,1.2051411618001182
frozenset({'bag'}),frozenset({'lunch bag spaceboy design'}),0.07153834713202122,0.04640325219374349,0.012542759407069556,0.17532917532917533,3.7783811918427306,0.009223147443578808,1.1563362244406958
frozenset({'lunch bag spaceboy design'}),frozenset({'bag'}),0.04640325219374349,0.07153834713202122,0.012542759407069556,0.27029914529914534,3.778381191842731,0.009223147443578808,1.2723866868000413
frozenset({'bag'}),frozenset({'lunch bag suki design'}),0.07153834713202122,0.04972485251103069,0.015021565614000297,0.20997920997921,4.2228221779567745,0.011464331853977628,1.202848278795248
frozenset({'lunch bag suki design'}),frozenset({'bag'}),0.04972485251103069,0.07153834713202122,0.015021565614000297,0.3020937188434696,4.2228221779567745,0.011464331853977628,1.3303529111808323
frozenset({'lunch bag vintage design'}),frozenset({'bag'}),0.028704575876257993,0.07153834713202122,0.011799117544990332,0.4110535405872193,5.7459188961779635,0.009745639631677145,1.5764788768638114
frozenset({'bag'}),frozenset({'lunch bag vintage design'}),0.07153834713202122,0.028704575876257993,0.011799117544990332,0.16493416493416493,5.7459188961779635,0.009745639631677145,1.1631363460668545
frozenset({'bag'}),frozenset({'lunch bag woodland'}),0.07153834713202122,0.03931386644192157,0.012046998165683408,0.1683991683991684,4.283454761386666,0.009234549141059303,1.1552250756035893
frozenset({'lunch bag woodland'}),frozenset({'bag'}),0.03931386644192157,0.07153834713202122,0.012046998165683408,0.30643127364438844,4.2834547613866665,0.009234549141059303,1.338672892226013
frozenset({'bag'}),frozenset({'retrospot charlotte bag'}),0.07153834713202122,0.03509989589013931,0.011402508551881414,0.1593901593901594,4.541043651213143,0.008891520015394824,1.147857254930362
frozenset({'retrospot charlotte bag'}),frozenset({'bag'}),0.03509989589013931,0.07153834713202122,0.011402508551881414,0.3248587570621469,4.541043651213143,0.008891520015394824,1.3752109837458764
frozenset({'storage bag skull'}),frozenset({'bag'}),0.022358831986515296,0.07153834713202122,0.011848693669128947,0.5299334811529933,7.407684163781725,0.010249179785011076,1.9751707803936718
frozenset({'bag'}),frozenset({'storage bag skull'}),0.07153834713202122,0.022358831986515296,0.011848693669128947,0.16562716562716562,7.407684163781724,0.010249179785011076,1.171707811830115
frozenset({'bag'}),frozenset({'storage bag suki'}),0.07153834713202122,0.03688463635912944,0.017896980814039957,0.25017325017325015,6.782586867264286,0.015258314894342184,1.28445052655617
frozenset({'storage bag suki'}),frozenset({'bag'}),0.03688463635912944,0.07153834713202122,0.017896980814039957,0.4852150537634409,6.782586867264287,0.015258314894342184,1.8035913047879275
frozenset({'bag'}),frozenset({'vintage paisley'}),0.07153834713202122,0.037826582717763124,0.015269446234693371,0.21344421344421344,5.642704101419698,0.012563395029411919,1.2232742212671963
frozenset({'vintage paisley'}),frozenset({'bag'}),0.037826582717763124,0.07153834713202122,0.015269446234693371,0.4036697247706422,5.642704101419699,0.012563395029411919,1.5569587717324567
frozenset({'bag retrospot'}),frozenset({'bag alphabet'}),0.07614892667691239,0.03534777651083238,0.01412919537950523,0.185546875,5.249180947580646,0.011437500137789968,1.1844171185286663
frozenset({'bag alphabet'}),frozenset({'bag retrospot'}),0.03534777651083238,0.07614892667691239,0.01412919537950523,0.3997194950911641,5.249180947580646,0.011437500137789968,1.539032278690097
frozenset({'bag alphabet'}),frozenset({'bag vintage'}),0.03534777651083238,0.03703336473154529,0.012443607158792325,0.3520336605890603,9.505851362439003,0.01113456005881752,1.486136820230321
frozenset({'bag vintage'}),frozenset({'bag alphabet'}),0.03703336473154529,0.03534777651083238,0.012443607158792325,0.33601070950468537,9.505851362439003,0.01113456005881752,1.4528129252951776
frozenset({'lunch bag alphabet design'}),frozenset({'bag alphabet'}),0.03088592533835705,0.03534777651083238,0.011105051807049725,0.3595505617977528,10.17180137731062,0.010013303020859225,1.50621136650063
frozenset({'bag alphabet'}),frozenset({'lunch bag alphabet design'}),0.03534777651083238,0.03088592533835705,0.011105051807049725,0.31416549789621323,10.17180137731062,0.010013303020859225,1.41304363033487
frozenset({'bag baroque'}),frozenset({'bag polkadot'}),0.030588468593525358,0.04134648753160478,0.011848693669128947,0.3873581847649919,9.36858746390246,0.010583967933815866,1.5647862888703699
frozenset({'bag polkadot'}),frozenset({'bag baroque'}),0.04134648753160478,0.030588468593525358,0.011848693669128947,0.2865707434052758,9.36858746390246,0.010583967933815866,1.3588054070470585
frozenset({'bag retrospot'}),frozenset({'bag baroque'}),0.07614892667691239,0.030588468593525358,0.017153338951960737,0.22526041666666669,7.364226684900054,0.014824059899873336,1.2512740438994496
frozenset({'bag baroque'}),frozenset({'bag retrospot'}),0.030588468593525358,0.07614892667691239,0.017153338951960737,0.5607779578606159,7.364226684900055,0.014824059899873336,2.103380487971753
frozenset({'bag baroque'}),frozenset({'storage bag suki'}),0.030588468593525358,0.03688463635912944,0.011650389172574488,0.38087520259319285,10.326120579982922,0.010522144631719653,1.5556077993885264
frozenset({'storage bag suki'}),frozenset({'bag baroque'}),0.03688463635912944,0.030588468593525358,0.011650389172574488,0.3158602150537635,10.326120579982923,0.010522144631719653,1.416978741387853
frozenset({'bag baroque'}),frozenset({'vintage paisley'}),0.030588468593525358,0.037826582717763124,0.011253780179465569,0.3679092382495948,9.726208708692761,0.010096722942002883,1.522207688367026
frozenset({'vintage paisley'}),frozenset({'bag baroque'}),0.037826582717763124,0.030588468593525358,0.011253780179465569,0.29750982961992134,9.726208708692761,0.010096722942002883,1.37996454937153
frozenset({'bag christmas'}),frozenset({'bag vintage christmas'}),0.02691983540726786,0.01779782856576273,0.01145208467602003,0.425414364640884,23.90259930131273,0.010972970060422926,1.7094095483615093
frozenset({'bag vintage christmas'}),frozenset({'bag christmas'}),0.01779782856576273,0.02691983540726786,0.01145208467602003,0.6434540389972144,23.90259930131273,0.010972970060422926,2.729185774131178
frozenset({'bag doiley pattern'}),frozenset({'lunch bag doiley pattern'}),0.021763918496851917,0.022259679738238065,0.010212681572554658,0.46924829157175396,21.080639842525276,0.009728223716965618,1.8421802600640063
frozenset({'lunch bag doiley pattern'}),frozenset({'bag doiley pattern'}),0.022259679738238065,0.021763918496851917,0.010212681572554658,0.45879732739420936,21.080639842525276,0.009728223716965618,1.8075226361930599
frozenset({'bag polkadot'}),frozenset({'bag paisley'}),0.04134648753160478,0.025928312924495562,0.011105051807049725,0.2685851318944844,10.358758499892247,0.010033007140001523,1.3317635852802798
frozenset({'bag paisley'}),frozenset({'bag polkadot'}),0.025928312924495562,0.04134648753160478,0.011105051807049725,0.42829827915869984,10.358758499892247,0.010033007140001523,1.6768420970601026
frozenset({'bag retrospot'}),frozenset({'bag paisley'}),0.07614892667691239,0.025928312924495562,0.015368598482970602,0.20182291666666669,7.7838815527406,0.01339418528322715,1.220370400773226
frozenset({'bag paisley'}),frozenset({'bag retrospot'}),0.025928312924495562,0.07614892667691239,0.015368598482970602,0.592734225621415,7.783881552740601,0.01339418528322715,2.268423057971713
frozenset({'bag vintage paisley'}),frozenset({'bag paisley'}),0.03395964503495117,0.025928312924495562,0.013881314758812156,0.4087591240875912,15.764971877573235,0.01300079845554115,1.6475039645598035
frozenset({'bag paisley'}),frozenset({'bag vintage paisley'}),0.025928312924495562,0.03395964503495117,0.013881314758812156,0.5353728489483748,15.764971877573236,0.01300079845554115,2.07917327426634
frozenset({'vintage paisley'}),frozenset({'bag paisley'}),0.037826582717763124,0.025928312924495562,0.010906747310495266,0.2883355176933159,11.120488962508364,0.009925967836924787,1.3687231993344566
frozenset({'bag paisley'}),frozenset({'vintage paisley'}),0.025928312924495562,0.037826582717763124,0.010906747310495266,0.4206500956022945,11.120488962508364,0.009925967836924787,1.6607811790053133
frozenset({'bag retrospot'}),frozenset({'bag polkadot'}),0.07614892667691239,0.04134648753160478,0.026176193545188638,0.34375000000000006,8.31388639088729,0.02302770289779659,1.4608053523327929
frozenset({'bag polkadot'}),frozenset({'bag retrospot'}),0.04134648753160478,0.07614892667691239,0.026176193545188638,0.6330935251798561,8.31388639088729,0.02302770289779659,2.517947042978611
frozenset({'bag vintage paisley'}),frozenset({'bag polkadot'}),0.03395964503495117,0.04134648753160478,0.01259233553120817,0.3708029197080292,8.968184284689036,0.011188223491192839,1.5236140511388647
frozenset({'bag polkadot'}),frozenset({'bag vintage paisley'}),0.04134648753160478,0.03395964503495117,0.01259233553120817,0.30455635491606714,8.968184284689036,0.011188223491192839,1.389099406966984
frozenset({'lunch bag polkadot'}),frozenset({'bag polkadot'}),0.04432105497992167,0.04134648753160478,0.011947845917406177,0.2695749440715884,6.519899516628308,0.010115325970291276,1.3124597858296254
frozenset({'bag polkadot'}),frozenset({'lunch bag polkadot'}),0.04134648753160478,0.04432105497992167,0.011947845917406177,0.28896882494004794,6.519899516628308,0.010115325970291276,1.344074603957412
frozenset({'bag polkadot'}),frozenset({'lunch bag retrospot'}),0.04134648753160478,0.0617718506767141,0.011600813048435873,0.2805755395683453,4.542126170652562,0.009046763994626962,1.3041371275593674
frozenset({'lunch bag retrospot'}),frozenset({'bag polkadot'}),0.0617718506767141,0.04134648753160478,0.011600813048435873,0.18780096308186195,4.542126170652563,0.009046763994626962,1.1803184550747239
frozenset({'storage bag suki'}),frozenset({'bag polkadot'}),0.03688463635912944,0.04134648753160478,0.013732586386396312,0.3723118279569893,9.004678515252316,0.01220753622906579,1.5272766879582143
frozenset({'bag polkadot'}),frozenset({'storage bag suki'}),0.04134648753160478,0.03688463635912944,0.013732586386396312,0.33213429256594723,9.004678515252316,0.01220753622906579,1.442079377516133
frozenset({'vintage paisley'}),frozenset({'bag polkadot'}),0.037826582717763124,0.04134648753160478,0.011848693669128947,0.3132372214941022,7.57590886661575,0.010284697338425738,1.3959019656743998
frozenset({'bag polkadot'}),frozenset({'vintage paisley'}),0.04134648753160478,0.037826582717763124,0.011848693669128947,0.2865707434052758,7.575908866615751,0.010284697338425738,1.3486598823754379
frozenset({'bag retrospot'}),frozenset({'bag spaceboy design'}),0.07614892667691239,0.023003321600317286,0.012840216151901245,0.16861979166666669,7.330236676095547,0.01108853790203325,1.1751502725308636
frozenset({'bag spaceboy design'}),frozenset({'bag retrospot'}),0.023003321600317286,0.07614892667691239,0.012840216151901245,0.5581896551724138,7.330236676095547,0.01108853790203325,2.091058039131281
frozenset({'bag retrospot'}),frozenset({'bag vintage'}),0.07614892667691239,0.03703336473154529,0.01680630608299043,0.220703125,5.959575280287818,0.013986255107448635,1.235686509417165
frozenset({'bag vintage'}),frozenset({'bag retrospot'}),0.03703336473154529,0.07614892667691239,0.01680630608299043,0.45381526104417663,5.959575280287817,0.013986255107448635,1.6914626268930055
frozenset({'bag retrospot'}),frozenset({'bag vintage doily'}),0.07614892667691239,0.029547369986614447,0.014079619255366615,0.18489583333333334,6.257607137863535,0.011829618744760309,1.1905872521569971
frozenset({'bag vintage doily'}),frozenset({'bag retrospot'}),0.029547369986614447,0.07614892667691239,0.014079619255366615,0.47651006711409394,6.257607137863535,0.011829618744760309,1.7647924349376929
frozenset({'bag retrospot'}),frozenset({'bag vintage paisley'}),0.07614892667691239,0.03395964503495117,0.016260968717465667,0.21354166666666666,6.288100669099756,0.013674978197725198,1.2283427030019163
frozenset({'bag vintage paisley'}),frozenset({'bag retrospot'}),0.03395964503495117,0.07614892667691239,0.016260968717465667,0.4788321167883211,6.288100669099756,0.013674978197725198,1.7726554208020027
frozenset({'bag retrospot'}),frozenset({'bag woodland animal'}),0.07614892667691239,0.023102473848594516,0.01259233553120817,0.16536458333333334,7.157873412911303,0.01083310694405626,1.1704482060597183
frozenset({'bag woodland animal'}),frozenset({'bag retrospot'}),0.023102473848594516,0.07614892667691239,0.01259233553120817,0.5450643776824035,7.157873412911303,0.01083310694405626,2.0307292460781077
frozenset({'bag retrospot'}),frozenset({'hanging heart tlight holder'}),0.07614892667691239,0.10143274998760597,0.013038520648455704,0.17122395833333334,1.6880539900008147,0.00531452560701191,1.0842099733063921
frozenset({'hanging heart tlight holder'}),frozenset({'bag retrospot'}),0.10143274998760597,0.07614892667691239,0.013038520648455704,0.12854349951124144,1.6880539900008147,0.00531452560701191,1.0601229927195945
frozenset({'bag retrospot'}),frozenset({'lunch bag car'}),0.07614892667691239,0.04551088195924843,0.012245302662237867,0.16080729166666669,3.5333811331245464,0.008779697848921443,1.137389670528002
frozenset({'lunch bag car'}),frozenset({'bag retrospot'}),0.04551088195924843,0.07614892667691239,0.012245302662237867,0.2690631808278867,3.5333811331245464,0.008779697848921443,1.2639273998667577
frozenset({'bag retrospot'}),frozenset({'lunch bag design'}),0.07614892667691239,0.041743096524713696,0.010857171186356651,0.14257812500000003,3.4156096904691218,0.007678479189828951,1.117602584463204
frozenset({'lunch bag design'}),frozenset({'bag retrospot'}),0.041743096524713696,0.07614892667691239,0.010857171186356651,0.2600950118764846,3.4156096904691218,0.007678479189828951,1.2486077106549596
frozenset({'bag retrospot'}),frozenset({'lunch bag polkadot'}),0.07614892667691239,0.04432105497992167,0.013534281889841852,0.177734375,4.010156686940716,0.010159281123932393,1.1622508785042283
frozenset({'lunch bag polkadot'}),frozenset({'bag retrospot'}),0.04432105497992167,0.07614892667691239,0.013534281889841852,0.3053691275167785,4.010156686940716,0.010159281123932393,1.3299885016921742
frozenset({'bag retrospot'}),frozenset({'lunch bag retrospot'}),0.07614892667691239,0.0617718506767141,0.020722819889941003,0.2721354166666667,4.40549236724184,0.016018959762062718,1.2890147024692016
frozenset({'lunch bag retrospot'}),frozenset({'bag retrospot'}),0.0617718506767141,0.07614892667691239,0.020722819889941003,0.3354735152487961,4.40549236724184,0.016018959762062718,1.390239658648028
frozenset({'lunch bag skull'}),frozenset({'bag retrospot'}),0.050418918248971295,0.07614892667691239,0.013286401269148778,0.2635201573254671,3.4605892535234353,0.009447054760278623,1.2544146082370895
frozenset({'bag retrospot'}),frozenset({'lunch bag skull'}),0.07614892667691239,0.050418918248971295,0.013286401269148778,0.17447916666666669,3.4605892535234353,0.009447054760278623,1.150281184203139
frozenset({'bag retrospot'}),frozenset({'lunch bag spaceboy design'}),0.07614892667691239,0.04640325219374349,0.010559714441524962,0.13867187500000003,2.988408536992522,0.007026156592653314,1.1071236618521616
frozenset({'lunch bag spaceboy design'}),frozenset({'bag retrospot'}),0.04640325219374349,0.07614892667691239,0.010559714441524962,0.2275641025641026,2.9884085369925217,0.007026156592653314,1.1960229662937898
frozenset({'bag retrospot'}),frozenset({'lunch bag suki design'}),0.07614892667691239,0.04972485251103069,0.013137672896732934,0.17252604166666669,3.4696139446244603,0.009351178748850174,1.1484048989323816
frozenset({'lunch bag suki design'}),frozenset({'bag retrospot'}),0.04972485251103069,0.07614892667691239,0.013137672896732934,0.2642073778664008,3.4696139446244603,0.009351178748850174,1.2555862148279904
frozenset({'bag retrospot'}),frozenset({'retrospot charlotte bag'}),0.07614892667691239,0.03509989589013931,0.013236825145010163,0.173828125,4.952382922846045,0.010564005746504686,1.1679169108847487
frozenset({'retrospot charlotte bag'}),frozenset({'bag retrospot'}),0.03509989589013931,0.07614892667691239,0.013236825145010163,0.3771186440677966,4.952382922846046,0.010564005746504686,1.483189478260195
frozenset({'storage bag skull'}),frozenset({'bag retrospot'}),0.022358831986515296,0.07614892667691239,0.011947845917406177,0.5343680709534367,7.017407785938655,0.01024524485988362,1.984080162231964
frozenset({'bag retrospot'}),frozenset({'storage bag skull'}),0.07614892667691239,0.022358831986515296,0.011947845917406177,0.15690104166666669,7.017407785938655,0.01024524485988362,1.1595805668484267
frozenset({'bag retrospot'}),frozenset({'storage bag suki'}),0.07614892667691239,0.03688463635912944,0.020871548262356848,0.2740885416666667,7.430967706933245,0.018062822792740924,1.3267669942173788
frozenset({'storage bag suki'}),frozenset({'bag retrospot'}),0.03688463635912944,0.07614892667691239,0.020871548262356848,0.5658602150537635,7.430967706933245,0.018062822792740924,2.1280037106884744
frozenset({'bag retrospot'}),frozenset({'vintage paisley'}),0.07614892667691239,0.037826582717763124,0.01913638391750533,0.2513020833333333,6.6435312226955,0.01625593024369222,1.2851290164743616
frozenset({'vintage paisley'}),frozenset({'bag retrospot'}),0.037826582717763124,0.07614892667691239,0.01913638391750533,0.5058977719528178,6.643531222695501,0.01625593024369222,1.8697569468050816
frozenset({'bag vintage'}),frozenset({'bag vintage doily'}),0.03703336473154529,0.029547369986614447,0.010857171186356651,0.2931726907630522,9.922124740573029,0.009762932656784445,1.3729699140530285
frozenset({'bag vintage doily'}),frozenset({'bag vintage'}),0.029547369986614447,0.03703336473154529,0.010857171186356651,0.3674496644295302,9.92212474057303,0.009762932656784445,1.5223557416976101
frozenset({'lunch bag vintage design'}),frozenset({'bag vintage'}),0.028704575876257993,0.03703336473154529,0.010063953200138814,0.3506044905008636,9.467259943631754,0.009000926172249036,1.4828661750543493
frozenset({'bag vintage'}),frozenset({'lunch bag vintage design'}),0.03703336473154529,0.028704575876257993,0.010063953200138814,0.2717536813922356,9.467259943631753,0.009000926172249036,1.333745738640506
frozenset({'bag vintage'}),frozenset({'vintage paisley'}),0.03703336473154529,0.037826582717763124,0.010063953200138814,0.2717536813922356,7.184198567972195,0.008663107565803924,1.3212197476283658
frozenset({'vintage paisley'}),frozenset({'bag vintage'}),0.037826582717763124,0.03703336473154529,0.010063953200138814,0.26605504587155965,7.184198567972195,0.008663107565803924,1.3120420405532696
frozenset({'lunch bag vintage doily'}),frozenset({'bag vintage doily'}),0.027861781765901542,0.029547369986614447,0.011352932427742799,0.40747330960854095,13.790510282070267,0.010529690053419399,1.637820955157726
frozenset({'bag vintage doily'}),frozenset({'lunch bag vintage doily'}),0.029547369986614447,0.027861781765901542,0.011352932427742799,0.38422818791946306,13.790510282070265,0.010529690053419399,1.5787312753883451
frozenset({'bag vintage paisley'}),frozenset({'vintage paisley'}),0.03395964503495117,0.037826582717763124,0.0126914877794854,0.37372262773722625,9.87989400273603,0.011406910457504945,1.5363375077816603
frozenset({'vintage paisley'}),frozenset({'bag vintage paisley'}),0.037826582717763124,0.03395964503495117,0.0126914877794854,0.33551769331585846,9.87989400273603,0.011406910457504945,1.4538240450460203
frozenset({'baking piece retrospot'}),frozenset({'baking spaceboy design'}),0.03678548411085222,0.01864062267611918,0.013534281889841852,0.36792452830188677,19.73778101164191,0.012848577560573077,1.552598417855692
frozenset({'baking spaceboy design'}),frozenset({'baking piece retrospot'}),0.01864062267611918,0.03678548411085222,0.013534281889841852,0.726063829787234,19.73778101164191,0.012848577560573077,3.5162005628574713
frozenset({'baking piece retrospot'}),frozenset({'retrospot pc'}),0.03678548411085222,0.03723166922809975,0.010163105448416043,0.27628032345013476,7.420573108272527,0.008793520471605275,1.330305589260242
frozenset({'retrospot pc'}),frozenset({'baking piece retrospot'}),0.03723166922809975,0.03678548411085222,0.010163105448416043,0.2729693741677763,7.420573108272527,0.008793520471605275,1.3248609916350733
frozenset({'bathroom metal sign'}),frozenset({'toilet metal sign'}),0.01968172128303009,0.014377076000198304,0.010609290565663577,0.5390428211586903,37.49321636411015,0.010326324962962733,2.138209294141647
frozenset({'toilet metal sign'}),frozenset({'bathroom metal sign'}),0.014377076000198304,0.01968172128303009,0.010609290565663577,0.7379310344827587,37.49321636411014,0.010326324962962733,3.740688168788438
frozenset({'hanging heart tlight holder'}),frozenset({'bird ornament'}),0.10143274998760597,0.0627633731594864,0.014030043131228001,0.1383186705767351,2.2038119306503345,0.007663781593162999,1.0876835726124168
frozenset({'bird ornament'}),frozenset({'hanging heart tlight holder'}),0.0627633731594864,0.10143274998760597,0.014030043131228001,0.2235387045813586,2.2038119306503345,0.007663781593162999,1.157259550880662
frozenset({'heart wicker'}),frozenset({'bird ornament'}),0.08269297506320956,0.0627633731594864,0.010609290565663577,0.12829736211031176,2.044143831853948,0.005419200514103252,1.0751792940646332
frozenset({'bird ornament'}),frozenset({'heart wicker'}),0.0627633731594864,0.08269297506320956,0.010609290565663577,0.16903633491311218,2.044143831853948,0.005419200514103252,1.103907503393514
frozenset({'painted metal'}),frozenset({'bird ornament'}),0.015071141738138913,0.0627633731594864,0.01075801893807942,0.7138157894736842,11.373126610958675,0.009812103245229098,3.274941776546162
frozenset({'bird ornament'}),frozenset({'painted metal'}),0.0627633731594864,0.015071141738138913,0.01075801893807942,0.17140600315955765,11.373126610958675,0.009812103245229098,1.1886748661196531
frozenset({'bird ornament'}),frozenset({'regency cakestand tier'}),0.0627633731594864,0.07798324327004115,0.01075801893807942,0.17140600315955765,2.197985053866139,0.005863527540534822,1.1127485357675195
